Movie,FileName,Field_1,text
AgeofUltron,AgeofUltron_rm,34,"...it works on its own terms, proving Whedon's skill at managing an epic story full of different heroes and villains. [Full review in Spanish]"
AgeofUltron,AgeofUltron_rm,35,"Hawkeye makes a self-aware remark that none of this makes any sense, and you know what, he's right. There's also nothing to be ashamed of; at the end of the day it's grand fun"
AgeofUltron,AgeofUltron_rm,36,"Entertaining, funny and full of action. Another cinematic team-up hit. [Full review in Spanish]"
AgeofUltron,AgeofUltron_rm,37,"Hardcore fans will find enough to enjoy here, but I found the pace at times slow, the visual effects somewhat disappointing (particularly compared to The Winter Soldier) and the story less than engrossing."
AgeofUltron,AgeofUltron_rm,38,"The chemistry between the Avengers grounds it. At heart, it's a story about friends and friendship. A completely bananas story about friends and friendship, featuring a murderous robot."
AgeofUltron,AgeofUltron_rm,39,"Age Of Ultron will make fans jump for joy, especially when it comes to tying up the loose ends of Thanos and the Infinity Gauntlet that the earlier Marvel movies had teased about."
AgeofUltron,AgeofUltron_rm,40,"With delectable James Spader voicing Ultron, a robotic artificial intelligence programme, and an opening sequence with The Avengers battling a terrorist group in a frozen wood, Whedon has more than delivered on his promise."
AgeofUltron,AgeofUltron_rm,41,"At 141 minutes, the sequel is almost even in length with the original, so why does it feel so much longer?"
AgeofUltron,AgeofUltron_rm,42,"This blockbuster sequel has a plot more convoluted than the Biblical begats. Knowing that the New Yorker critic Anthony Lane was stumped as well makes me feel slightly better. But it didn't make the movie-going experience any more enjoyable."
AgeofUltron,AgeofUltron_rm,43,"That Joss Whedon is able to address the changing beliefs and needs of each of the characters in Age of Ultron is impressive to say the least. That he does so in a way that feels believable is, well, pretty marvelous."
AgeofUltron,AgeofUltron_rm,44,"Whedon affectionately says goodbye while cementing the future of a franchise that, though it seems impossible, will represent future far-reaching narrative complexities. [Full review in Spanish]"
AgeofUltron,AgeofUltron_rm,45,"There is little in this film that is new, but that doesn't matter. The characters are still entertaining, the action scenes thrilling and near orgasmic, and the human relationships touching."
AgeofUltron,AgeofUltron_rm,46,"It really, really feels like the 11th exhausting film in the unstoppable ring cycle of movies based on the Avengers comic-book heroes -- a vast and increasingly dull series of blockbusters planned out, terrifyingly, as far ahead as 2019."
AgeofUltron,AgeofUltron_rm,47,"Convoluted, messy, and over-stuffed, The Avengers: Age of Ultron also somehow manages to be an incredibly enjoyable ride. Each of the actors bring their A-game, and each of their characters has their own moment to shine."
AgeofUltron,AgeofUltron_rm,48,"While we do get plenty of funny or touching interactions between the main characters, the film feels poorly structured and overly reliant on gigantic action sequences."
AgeofUltron,AgeofUltron_rm,49,"It's too bad Avengers: Age of Ultron lacks dramatic tension and has a more or less nonsensical plotline, because its component parts are frequently entertaining."
AgeofUltron,AgeofUltron_rm,50,"It's as entertaining as holiday fireworks: initially exciting, which fades; then just loud, and finally the sense of time wasted because everything you just watched was pretty, but utterly meaningless."
AgeofUltron,AgeofUltron_rm,51,"Whedon has already announced that he won't be on board for the next installment, and you can hardly blame him. These films don't require a director. All they need are bean counters."
AgeofUltron,AgeofUltron_rm,52,"Several thrilling action sequences, a great many good jokes, and an unshakable sense that everybody is just going through the paces."
AgeofUltron,AgeofUltron_rm,53,"This Avengers is darker, louder, stranger and soapier than the first one."
AgeofUltron,AgeofUltron_rm,54,"As a deliberate extension of multiple brands all at once, as the latest lily pad to Marvel's next big thing, it's a solid success, if not much in the way of an evolution."
AgeofUltron,AgeofUltron_rm,55,Exciting but a slightly inferior sequel.
AgeofUltron,AgeofUltron_rm,56,"It's exactly what it intends to be: popcorn entertainment."
AgeofUltron,AgeofUltron_rm,57,"It's to his great credit that the film feels like a Joss Whedon film. In other words, it has a character of its own, and after 11 films in the Marvel Cinematic Universe, that's something to enjoy and appreciate."
AgeofUltron,AgeofUltron_rm,58,Age of Ultron is almost exactly the movie you expect.
AgeofUltron,AgeofUltron_rm,59,"Avengers: Age of Ultron may drag and creak during its 2 1/2 hours. But it's still often thrilling, briefly moving cinema."
AgeofUltron,AgeofUltron_rm,60,"It's not just bad, it's disappointing. [Full review in Spanish]"
AgeofUltron,AgeofUltron_rm,61,"I can't think of a movie with a higher action to non-action ratio. Or maybe I just don't want to."
AgeofUltron,AgeofUltron_rm,62,"Loud, fluffy, and rather unsatisfying."
AgeofUltron,AgeofUltron_rm,63,"Technically, the film is excellent, with seamless CGI, and top-notch performances throughout, though moments are dark (literally, squinting-to-see dark)."
AgeofUltron,AgeofUltron_rm,64,"Keeping a monster of a blockbuster on the rails, Whedon delivers an epic slice of superhero cinema."
AgeofUltron,AgeofUltron_rm,65,"If you don't already love costumed adventurers, this outing won't give you any fresh incentive, but fans will learn more about their heroes."
AgeofUltron,AgeofUltron_rm,66,"Whedon's strategy is to keep the action constant, the banter clever, and to switch between characters before we have time to think about anything too deeply. When it comes to engineering plot, he's a genius who could give Stark a run for his money."
AgeofUltron,AgeofUltron_rm,67,"In short, this is a hugely entertaining, superbly made blockbuster that delivers everything you could want in terms of action, humour, character and emotion and won't disappoint fans of the first film. Highly recommended."
AgeofUltron,AgeofUltron_rm,68,"Age of Ultron's first act is basically one long doozy of a set piece, which manages to give us time alone with every principle character and give them some connective tissue in battle together, too."
AgeofUltron,AgeofUltron_rm,69,"Everything a popcorn movie should be, with a little Renaissance grandeur on the side."
AgeofUltron,AgeofUltron_rm,70,"Director Joss Whedon takes a big stick to the over-stuffed piata of Marvel Comics' characters and successfully empties out all the candy, but leaves a landscape strewn with plastic wrappers and the promise of a pounding headache"
AgeofUltron,AgeofUltron_rm,71,A remarkable and often fantastic follow up...
AgeofUltron,AgeofUltron_rm,72,"Avengers: Age of Ultron may follow the structure and beats of its predecessor pretty closely, but it still manages to pack a punch that's just as exciting."
AgeofUltron,AgeofUltron_rm,73,"Is Avengers: Age Of Ultron the point where the Marvel Cinematic Universe goes too far? Hel no! But ... it's hard not to feel it somewhat missed the mark."
AgeofUltron,AgeofUltron_rm,74,"Whedon delivers enough fun, action, and engaging team banter that fans will exit pleased but perhaps not giddy with joy."
AgeofUltron,AgeofUltron_rm,75,pointless
AgeofUltron,AgeofUltron_rm,76,"Whedon returns to assemble his team once more in Avengers: Age Of Ultron, and the results are at the same time familiar, different and as thrilling as ever before."
AgeofUltron,AgeofUltron_rm,77,"It scarcely needs to be said that there's a certain lack of freshness here, and some plot developments from the original graphic novels that we really didn't need - although, of course, there's also some seriously cool Avenger-ing too."
AgeofUltron,AgeofUltron_rm,78,"Writer/director Joss Whedon balances comedy and derring-do with dexterity, and this sequel to 2012's top grosser doesn't stall the franchise."
AgeofUltron,AgeofUltron_rm,79,"Incredibly expensive action scenes full of destruction go on for way too long with little context behind them, leading to overkill and boredom."
AgeofUltron,AgeofUltron_rm,80,"This time, it has become darker for the fanboys and a little more interesting for the rest of us."
AgeofUltron,AgeofUltron_rm,81,This is a film that unfolds with every re-watch and reveals more subtle little grace notes.
AgeofUltron,AgeofUltron_rm,82,"This sequel also represents Whedon's last go-around with the Marvel heroes, and while it succeeds in many ways, it's enough of a comedown to suggest that he's getting off the carousel at the right time."
AgeofUltron,AgeofUltron_rm,83,"Like the first film, what makes the sequel work is how director Joss Whedon builds the action on this character foundation and injects it with just enough humor to make its personality radiate."
AgeofUltron,AgeofUltron_rm,84,"It's possible to approve of how such a billion-dollar apparatus can be this fast and breezy."
AgeofUltron,AgeofUltron_rm,85,"That isn't to say I didn't enjoy myself. I just didn't feel Marvel trying to do anything different this time around."
AgeofUltron,AgeofUltron_rm,86,"There's something to be had here, with such fine actors and seamless interlacing into a mega fantasy world, but overall the embarrassment of riches doesn't quite pay dividends."
AgeofUltron,AgeofUltron_rm,87,"Avengers: Age of Ultron firmly confirms its place as the nadir of the Marvel cinematic universe - which is no small feat, certainly, given that the studio's output has been almost uniformly terrible."
AgeofUltron,AgeofUltron_rm,88,Avengers: Age of Ultron is a pure popcorn-powered blast to begin the blockbuster season but nothing deeper this time.
AgeofUltron,AgeofUltron_rm,89,"Director Joss Whedon's strengths - and better writing - really come through in the quieter moments. Relish those while you can."
AgeofUltron,AgeofUltron_rm,90,"Stan Lee says, ""Excelsior."" If that doesn't get you bouncing off the walls, you've clearly come to the wrong franchise."
AgeofUltron,AgeofUltron_rm,91,"Like Greek gods before them, superheroes are our modern myths, so why shouldn't they examine issues of the classic texts in our time? The end credit sequence actually gives this idea a visual corollary, as it shows a giant Hellenistic statue."
AgeofUltron,AgeofUltron_rm,92,"It's not so much what they do, it's what the Avengers say that makes ""Avengers: The Age of Ultron"" worth seeing on the big screen."
AgeofUltron,AgeofUltron_rm,93,"The movie is stiff and enervated. It's all punch-punch, banter-banter, like a sitcom in which cities get leveled."
AgeofUltron,AgeofUltron_rm,94,"The previous film is arguably the best superhero film ever so there was nowhere for a sequel to go but down...Surely audiences know this, yet expectations were other-worldy."
AgeofUltron,AgeofUltron_rm,95,"Whedon is pretty much locked into an overarching storyline and a bland house style here, so instead of bucking the system, he dutifully serves up more of the same bubble-brained gibberish and wanton destruction."
AgeofUltron,AgeofUltron_rm,96,"... The fact that ""Age of Ultron"" succeeds at all, even if not to the extent of ""The Avengers,"" is a major achievement."
AgeofUltron,AgeofUltron_rm,97,"The latest ""Avengers"" movie plays its music loud from start to finish. Mindless action rules, punctuated only by super hero/villain quips."
AgeofUltron,AgeofUltron_rm,98,"Isn't Tony Stark/Iron Man, stumping for 'a suit of armor around the world,' basically a combination Klaatu/Gort, endorsing the plan for an Earth-patrolling fascist robot army proposed by the alien visitor in 'The Day the Earth Stood Still'?"
AgeofUltron,AgeofUltron_rm,99,"It has color, great delivery, amusing interludes, a cohesive story, and a payoff that doesn't betray the sensibilities of its direction."
AgeofUltron,AgeofUltron_rm,100,"Whedon's dense script runs the risk of feeling bloated, but his deft handling of characters and pacing ensure that everybody is where they need to be, and the audience is always right there with them."
AgeofUltron,AgeofUltron_rm,101,Saving the world can be a deadly serious and even grimly dour business. Thank goodness then for writer-director Joss Whedon.
AgeofUltron,AgeofUltron_rm,102,"For the semi-initiated viewer, it's like experiencing a hurricane of story beats and Spandex."
AgeofUltron,AgeofUltron_rm,103,"an improvement over the first Avengers; everything feels smoother, the pacing is a bit better, and the overall plot is more intriguing"
AgeofUltron,AgeofUltron_rm,104,"On par with its predecessor, Joss Whedon proves that he's more then capable of handling this franchise's biggest film, even if he's far from perfect at it."
AgeofUltron,AgeofUltron_rm,105,That sound you hear is the bubble getting near to bursting.
AgeofUltron,AgeofUltron_rm,106,"The Avengers, we're told, are greater than the sum of their parts. Avengers: Age of Ultron is not. But it still boasts some pretty incredible parts. And one heck of a party."
AgeofUltron,AgeofUltron_rm,107,"Age of Ultron is a minute shorter than its predecessor, but it's a bigger movie in nearly every other regard."
AgeofUltron,AgeofUltron_rm,108,"It's difficult to sit through Age Of Ultron without feeling like a child. It's fun, touching, exciting, funny, enthralling, moving and spectacular, and it makes the fact that it could be Whedon's last MCU adventure even more upsetting."
AgeofUltron,AgeofUltron_rm,109,"... a comic book movie frequently begging to actually be a comic book, with panels allowing readers to pause and pour over fantastic detail that Whedon whizzes by... battle-rattling our senses from start to anticlimactic finish."
AgeofUltron,AgeofUltron_rm,110,"Feels like a bunch of those scenes Marvel usually reserves for the credits. It's more concerned about future films than the one it is actually in."
AgeofUltron,AgeofUltron_rm,111,"Joss Whedon set a higher bar with the first ""Avengers"" (2012) and tried, in many ways, to top it here. He got close..."
AgeofUltron,AgeofUltron_rm,112,"Avengers: Age of Ultron is the sequel of a profitable Marvel franchise, but it's far less interesting and powerful than the first instalment."
AgeofUltron,AgeofUltron_rm,113,"It's too big. It's too frenzied. It's too full of characters it can't contain. Mostly, it's just too much everything."
AgeofUltron,AgeofUltron_rm,114,"A thoroughly competent movie, sure; but its competence is so routine and mechanical as to leave the thing overwhelmingly dull."
AgeofUltron,AgeofUltron_rm,115,It misses the bar of classic movie greatness but Avengers: Age of Ultron is one of the most exciting and entertaining Marvel entries.
AgeofUltron,AgeofUltron_rm,116,"Whedon's sincere love of this stuff is in most every shot, and that affection is infectious."
AgeofUltron,AgeofUltron_rm,117,"We've seen this stuff before but Whedon does bring a creative touch."
AgeofUltron,AgeofUltron_rm,118,"Like most sequels, this one isn't as good as the original. There's plenty of action and loud noises, but many of the characters seemed weaker and not as well-defined or as vividly portrayed as they were in the first film."
AgeofUltron,AgeofUltron_rm,119,"... tops the original ... yet, somehow it felt like less ... it may be time to take a cue from Captain America II to keep the stock plot outline from showing through ..."
AgeofUltron,AgeofUltron_rm,120,...mostly registers as yet another Marvel punchplosion.
AgeofUltron,AgeofUltron_rm,121,A true ensemble piece of entertainment.
AgeofUltron,AgeofUltron_rm,122,"('Age of Ultron') is, to paraphrase an old saying, 10 pounds of movie in a five-pound bag."
AgeofUltron,AgeofUltron_rm,123,"Fully embrace this Avengers sequel in all its Marvel-ousness! Despite some minor flaws, Age of Ultron packs an expected and welcomed thrill-ride punch."
AgeofUltron,AgeofUltron_rm,124,"We have seen the future of the CG-saturated action epic and ‒ upon emerging bruised and battered from the local megaplex ‒ can say with certitude that it isn't pretty."
AgeofUltron,AgeofUltron_rm,125,"The marvel that was 2012's The Avengers receives a letdown of a sequel ... Make no mistake: This new picture is worth seeing, but the sense of magic is largely missing from a follow-up that subscribes to the Bigger Is Better theory."
AgeofUltron,AgeofUltron_rm,126,Mr. Whedon seems to rely heavily on forced jocularity in lieu of substantial character development.
AgeofUltron,AgeofUltron_rm,127,Avengers: Age of Ultron is the most substantial and significant Marvel film to date that is equally entertaining and electrifying.
AgeofUltron,AgeofUltron_rm,128,"Better than the average sequel, yet less sharp, fresh and energetic than I'd hoped, there's still plenty to enjoy about Avengers: Age of Ultron that makes it well worth the tons of dosh it's sure to pull in."
AgeofUltron,AgeofUltron_rm,129,Like peering into the Dead Marshes for 142 minutes in IMAX 3D. All PG-13 robot carnage and no heart.
AgeofUltron,AgeofUltron_rm,130,Joss Whedon seems the best-equipped to manage the sprawling franchise that demands a bigger cast and badder villain each time out.
AgeofUltron,AgeofUltron_rm,131,"On the surface, all the elements are there for a summer blockbuster, but... comparing this film to The Avengers, there is no competition."
AgeofUltron,AgeofUltron_rm,132,"The cast, OMG. There are more people crowded in here - either in major roles or in brilliant cameos (Andy Serkis, I'm looking at you) - than are at Walgreens' on prom night."
AgeofUltron,AgeofUltron_rm,133,"At 141 minutes, it's a miracle the movie is never merely mechanical, but like JARVIS or Ultron, it's not fully human, either."
AgeofUltron,AgeofUltron_rm,134,"Formula flick. Period. High tech, high voltage action followed by long stretches of boring dialogue before more high tech, high voltage action. It's too long by 20-minutes."
AgeofUltron,AgeofUltron_rm,135,"Sufficiently fun to be worth a look for superhero fans, although it's kept from greatness by the very nature of the Marvel Cinematic Universe."
AgeofUltron,AgeofUltron_rm,136,"Hitting society's central nervous system through the real fear of AI gone horribly rogue, this complete sequel package weaves together a rich story, rousing special effects and the sacrificial duality of being a superhero versus the layman."
AgeofUltron,AgeofUltron_rm,137,"Where the film falters is the action sequences, which are exciting and boost the adrenaline, but they have a repetitious, been-there-seen-that vibe."
AgeofUltron,AgeofUltron_rm,138,A sequel as epic as it is overly ambitious and as sprawling as it is restless.
AgeofUltron,AgeofUltron_rm,139,"At risk of sounding too hyperbolic too soon, Avengers: Age of Ultron might be the best movie Marvel has ever made."
AgeofUltron,AgeofUltron_rm,140,"The cast is top-notch, and Whedon packs the script and the screen with cleverness as well as ka-pow. But even at 141 minutes, things still feel jammed and crammed."
AgeofUltron,AgeofUltron_rm,141,"For all its faults (and yes, there are plenty of them), this Avengers sequel is still a lot of fun."
AgeofUltron,AgeofUltron_rm,142,"The mayhem is clever but, functionally, Whedon is serving Disney's branding schemes first and his story and characters second."
AgeofUltron,AgeofUltron_rm,143,"Age of Ultron is part of a franchise that's going to make a billion dollars by Monday. But it still feels like one of Whedon's little sandboxes, blown up to a massive scale without losing any of its intricate resolution."
AgeofUltron,AgeofUltron_rm,144,"Overall, though, for all of its cheesy fun mixed with doom-and-gloom observations on the plight of humanity, this Avengers leaves us with the nagging feeling that we've been here too many times before."
AgeofUltron,AgeofUltron_rm,145,"The impressive thing about Marvel's Avengers: Age of Ultron is how writer/director Joss Whedon takes a narrative that is absolutely packed with superheroes and their backstories and all the action in between, and never lets it all feel like it's too much."
AgeofUltron,AgeofUltron_rm,146,"Bigger, bolder, and better than ever, the Avengers delivers smart, character-driven action-adventure sure to please audiences and break box office records."
AgeofUltron,AgeofUltron_rm,147,"Enjoyable at times, but there's just too much going on. Too many characters. Too many motivations. Too many weird allusions to things from previous movies that I barely remembered"
AgeofUltron,AgeofUltron_rm,148,"Superheroes reteam for entertaining, action-packed sequel."
AgeofUltron,AgeofUltron_rm,149,Avengers strike again -- but not as deftly
AgeofUltron,AgeofUltron_rm,150,"The law of diminishing returns strikes big-time in Avengers: Age of Ultron, an overstuffed mess of one-note characters, gaudy CGI, and bad one-liners."
AgeofUltron,AgeofUltron_rm,151,"Earth's Mightiest Heroes are back for a thrilling, fun and, dare I say it, darker film."
AgeofUltron,AgeofUltron_rm,152,"[Whedon is] a super-juggler. But on ""Age of Ultron,"" he seems to have lost control of some of the balls. The new movie succeeds, but falls short of his incredible achievement on 2012's ""The Avengers."""
AgeofUltron,AgeofUltron_rm,153,The biggest battle is the one between writer-director Joss Whedon and the massed forces of Marvel Studios.
AgeofUltron,AgeofUltron_rm,154,"You can't escape the feeling that Whedon and the gang are having a good time making the film, and want to share that glee with the audience. It's a franchise that has hit its rhythm."
AgeofUltron,AgeofUltron_rm,155,"The story is wider to the point of becoming unwieldy. But there is fun to be had here, as the heroes kid around with one another against the backdrop of mass destruction and mayhem."
AgeofUltron,AgeofUltron_rm,156,"If there is a more perfect movie out there, I don't know what it is."
AgeofUltron,AgeofUltron_rm,157,"It's like we're watching consecutive episodes of a very large, very expensive TV show. You might love the show, but it's not exactly an ""event"" every time it's on, you know?"
AgeofUltron,AgeofUltron_rm,158,"Delivers as the epic summer blockbuster film of 2015 again and again. Avengers fans won't walk out the theater disappointed."
AgeofUltron,AgeofUltron_rm,159,A sense of the mechanical plagues this film.
AgeofUltron,AgeofUltron_rm,160,"If at least nine lead characters get their due in dramatic arcs, quippy zingers, and superhero showmanship, it is inevitable that it will be cluttered."
AgeofUltron,AgeofUltron_rm,161,"Keep it comin', Joss."
AgeofUltron,AgeofUltron_rm,162,"The plot is simple and the movie doesn't live up to expectations. [full review in Spanish]"
AgeofUltron,AgeofUltron_rm,163,"Tons of fun, easy to digest and just really enjoyable. [FULL REVIEW IN SPANISH]"
AgeofUltron,AgeofUltron_rm,164,It gives Marvel fans exactly what they want and more. [full review in Spanish]
AgeofUltron,AgeofUltron_rm,165,"Yes, comic-book movies are crowding out everything else, are the eventual heat death of cinema, and so forth. But, man, there's just so much neat stuff here. Boom. Kapow."
AgeofUltron,AgeofUltron_rm,166,"Juggling movie stars, plot points and a massive amount of visual effects, Whedon manages to put together a sequel that is fast and funny. But befitting the robot of the title, this feels more like a machine than a movie."
AgeofUltron,AgeofUltron_rm,167,It is a good sequel that ends with the promise of a better and more entertaining MCU. [full review in Spanish]
AgeofUltron,AgeofUltron_rm,168,"It's definitely an efficient blockbuster. You will enjoy yourself at the movie theater... However, it's the weakest entry of the last 3 Marvel movies. [full review in Spanish]"
AgeofUltron,AgeofUltron_rm,169,"Overall, Avengers: Age of Ultron has everything fans have been waiting for. [FULL REVIEW IN SPANISH]"
AgeofUltron,AgeofUltron_rm,170,The Avengers return in an epic adventure with a little romance and tragedy to keep the spectacle grounded.
AgeofUltron,AgeofUltron_rm,171,Age of Ultron is not disappointing but it is definitely not better than the first one. [full review in Spanish]
AgeofUltron,AgeofUltron_rm,172,"I began to forget the breathless, teetering, tottering, careening, catapulting Avengers: The Age Of Ultron about 20 minutes into its 141 minutes... Zoom, quip, wham, smirk, quip, blam! Quip! Oh so much too-muchness on an inhumane scale."
AgeofUltron,AgeofUltron_rm,173,"It is, in short, more disposable than the mere mortal blockbusters it was designed to outpace. This should defy Marvel Studios mathematics. How can a movie with more stuff than its predecessors be less fun?"
AgeofUltron,AgeofUltron_rm,174,"The thing's a behemoth. And as the franchise thunders on, it's also becoming more and more a bore."
AgeofUltron,AgeofUltron_rm,175,"[The sequel] has drained most of the joy, fun, and life out of these characters."
AgeofUltron,AgeofUltron_rm,176,"As much as you admire the polished, expertly choreographed entertainment...you feel as if they're putting on a gymnastics display or an extremely high-tech tap-dance routine."
AgeofUltron,AgeofUltron_rm,177,"When this finally ended I had an appreciation for how it feels to be unjustly convicted of a crime...and be released after 10 years when it was discovered you were not guilty. Sure, it feels good to be free, but who's going to give you back your time?"
AgeofUltron,AgeofUltron_rm,178,"Not everything about Age of Ultron works... But long stretches of it are as good as anything Marvel Studios has produced, suggesting a bolder, more ambitious vision for the studio going forward."
AgeofUltron,AgeofUltron_rm,179,"Though advertised as a darker and more brooding follow-up, the real surprise of Ultron is how much in line with the first film's tone and structural beats this is."
AgeofUltron,AgeofUltron_rm,180,"It exemplifies what Marvel has always done, which is make the superhuman more human."
AgeofUltron,AgeofUltron_rm,181,A Marvel blockbuster with more human touches than usual for this kind of fare.
AgeofUltron,AgeofUltron_rm,182,"The amazing thing about Avengers: Age of Ultron is that it's reasonably enjoyable while feeling less like a movie than an epic sowing of seeds for multiple Marvel properties."
AgeofUltron,AgeofUltron_rm,183,"It's to Whedon's credit that, among all the fighting and property damage, he makes just enough time to focus on the personal lives of some of his characters, but not so much that the movie gets bogged down by it."
AgeofUltron,AgeofUltron_rm,184,"There's still a thrill in seeing all of these comic book characters together in a movie. Even when it's just Ulysses Klaw."
AgeofUltron,AgeofUltron_rm,185,"Age of Ultron disappoints not because it's irredeemably bad but because it fails to achieve the level of its predecessor in nearly every facet."
AgeofUltron,AgeofUltron_rm,186,"Whedon & Co. provide more than enough glib jokes, FX spectacles and sweet human insights to make Age of Ultron a popcorn must for the rest of us in need of a little comic-book wisdom right about now."
AgeofUltron,AgeofUltron_rm,187,"Whedon is still Whedon, and the grace notes -- the snappy patter, the team dynamics, the ""man, that was cool"" moments -- go a long way."
AgeofUltron,AgeofUltron_rm,188,Writer-director Joss Whedon attempts to inject just enough human drama into these noisy proceedings to keep it from turning into a Transformers-style crashathon.
AgeofUltron,AgeofUltron_rm,189,"The basic gist is easy enough to follow, even if most of the battle scenes, shot in a barrage of quick cuts and extreme close-ups, feel like watching a rugby match from inside the ball."
AgeofUltron,AgeofUltron_rm,190,"That Ultron's vocal delivery packs in more fun and personality than the other characters tells us that ""Ultron"" misfires on more than one metaphorical gas-injected cylinder."
AgeofUltron,AgeofUltron_rm,191,"The film is a work of craft, from the actors like Mr. Downey, who can deliver a comic line with the timing of a mouse trap, to the editors, Jeffrey Ford and Lisa Lassek, upon whom so much of the movie's very elegant fluidity rests ..."
AgeofUltron,AgeofUltron_rm,192,"At this point the Marvel superhero movies are as machine-tooled as a Prius, and this one sticks closely to the blueprint that's made them box office titans."
AgeofUltron,AgeofUltron_rm,193,"You can sense that Mr. Whedon, having helped build a universal earnings machine with the first ""Avengers,"" has now struggled mightily, touchingly, to invest this behemoth with some life."
